"Full_key","Key","Time","Survival","Time_hours","Time_std","Survival_corrected","Standardized_Survival","Host","Pathogen","Host_taxa","Host_other","Pathogen_taxa","Pathogen_other","Max_num_host","Data"
"2JL6JPJI_1.csv","2JL6JPJI",18.2,0.4,436.8,0.846511627906977,99.5,1,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_1.csv","2JL6JPJI",18.5,1.8,444,0.86046511627907,98.4,0.988900100908174,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_1.csv","2JL6JPJI",18.7,4.5,448.8,0.869767441860465,94.4,0.94853683148335,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_1.csv","2JL6JPJI",19,17.7,456,0.883720930232558,88.1,0.884964682139253,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_1.csv","2JL6JPJI",19.2,31.7,460.8,0.893023255813953,74.6,0.748738647830474,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_1.csv","2JL6JPJI",19.5,43.3,468,0.906976744186046,68.9,0.691220988900101,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_1.csv","2JL6JPJI",19.7,58.5,472.8,0.916279069767442,58.5,0.58627648839556,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_1.csv","2JL6JPJI",20,68.9,480,0.930232558139535,43.3,0.432896064581231,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_1.csv","2JL6JPJI",20.2,74.6,484.8,0.93953488372093,31.7,0.315842583249243,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_1.csv","2JL6JPJI",20.5,88.1,492,0.953488372093023,17.7,0.174571140262361,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_1.csv","2JL6JPJI",20.7,94.4,496.8,0.962790697674418,4.5,0.041372351160444,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_1.csv","2JL6JPJI",21,98.4,504,0.976744186046512,1.8,0.0141271442986882,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_1.csv","2JL6JPJI",21.2,99.5,508.8,0.986046511627907,0.4,0,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_1.csv","2JL6JPJI",21.5,99.2,516,1,0.4,0,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",18,0.1,432,0.837209302325581,99.5,1,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",18.2,0,436.8,0.846511627906977,98.9,0.993969849246231,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",18.5,0,444,0.86046511627907,91,0.914572864321608,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",18.8,0,451.2,0.874418604651163,77,0.773869346733668,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",19,3.3,456,0.883720930232558,66,0.663316582914573,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",19.3,12.4,463.2,0.897674418604651,57.8,0.580904522613065,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",19.5,25.8,468,0.906976744186046,48.1,0.483417085427136,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",19.8,40.5,475.2,0.92093023255814,40.5,0.407035175879397,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",20,48.1,480,0.930232558139535,25.8,0.25929648241206,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",20.3,57.8,487.2,0.944186046511628,12.4,0.124623115577889,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",20.5,66,492,0.953488372093023,3.3,0.0331658291457286,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",20.8,77,499.2,0.967441860465116,0,0,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",21,91,504,0.976744186046512,0,0,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",21.3,98.9,511.2,0.990697674418605,0,0,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",21.5,99.5,516,1,0.1,0.00100502512562814,"Rainbow trout 8 g body mean weight, 9 cm mean body length","Ichthyophthirius multifiliis","Vertebrates","Fish","Eukaryotes","Protozoan parasite","44","raw"
"2RIUMKJR.csv","2RIUMKJR",0.5,100,0.5,0.00735294117647059,100,1,"Drosophila melanogaster","Burkholderia thailandensis","Vertebrates","Drosophila sp.","Bacteria","Gram-negative bacteria","51","raw"
"2RIUMKJR.csv","2RIUMKJR",44.1,67.8,44.1,0.648529411764706,67.8,0.678,"Drosophila melanogaster","Burkholderia thailandensis","Vertebrates","Drosophila sp.","Bacteria","Gram-negative bacteria","51","raw"
"2RIUMKJR.csv","2RIUMKJR",45.9,44.5,45.9,0.675,44.5,0.445,"Drosophila melanogaster","Burkholderia thailandensis","Vertebrates","Drosophila sp.","Bacteria","Gram-negative bacteria","51","raw"
"2RIUMKJR.csv","2RIUMKJR",49.3,19.6,49.3,0.725,19.6,0.196,"Drosophila melanogaster","Burkholderia thailandensis","Vertebrates","Drosophila sp.","Bacteria","Gram-negative bacteria","51","raw"
"2RIUMKJR.csv","2RIUMKJR",51.8,4.2,51.8,0.761764705882353,4.2,0.042,"Drosophila melanogaster","Burkholderia thailandensis","Vertebrates","Drosophila sp.","Bacteria","Gram-negative bacteria","51","raw"
"2RIUMKJR.csv","2RIUMKJR",68,3.8,68,1,3.8,0.038,"Drosophila melanogaster","Burkholderia thailandensis","Vertebrates","Drosophila sp.","Bacteria","Gram-negative bacteria","51","raw"
"2RIUMKJR.csv","2RIUMKJR",67.9,0,67.9,0.998529411764706,0,0,"Drosophila melanogaster","Burkholderia thailandensis","Vertebrates","Drosophila sp.","Bacteria","Gram-negative bacteria","51","raw"
"2WHSRREX.csv","2WHSRREX",0.1,99.8,2.4,0.00769230769230769,99.8,1,"Nonhuman primates","Marburg virus; order Mononegavirales: family Filoviridae","Vertebrates","Other mammals","Viruses","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",8.9,96.7,213.6,0.684615384615385,96.7,0.968937875751503,"Nonhuman primates","Marburg virus; order Mononegavirales: family Filoviridae","Vertebrates","Other mammals","Viruses","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",8.9,89.8,213.6,0.684615384615385,89.8,0.899799599198397,"Nonhuman primates","Marburg virus; order Mononegavirales: family Filoviridae","Vertebrates","Other mammals","Viruses","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",9,86,216,0.692307692307692,86,0.861723446893788,"Nonhuman primates","Marburg virus; order Mononegavirales: family Filoviridae","Vertebrates","Other mammals","Viruses","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",9,65.6,216,0.692307692307692,65.6,0.657314629258517,"Nonhuman primates","Marburg virus; order Mononegavirales: family Filoviridae","Vertebrates","Other mammals","Viruses","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",9.3,61.5,223.2,0.715384615384615,61.5,0.61623246492986,"Nonhuman primates","Marburg virus; order Mononegavirales: family Filoviridae","Vertebrates","Other mammals","Viruses","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",9.9,59,237.6,0.761538461538462,59,0.591182364729459,"Nonhuman primates","Marburg virus; order Mononegavirales: family Filoviridae","Vertebrates","Other mammals","Viruses","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",9.9,55.2,237.6,0.761538461538462,55.2,0.55310621242485,"Nonhuman primates","Marburg virus; order Mononegavirales: family Filoviridae","Vertebrates","Other mammals","Viruses","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",10,41.4,240,0.769230769230769,41.4,0.414829659318637,"Nonhuman primates","Marburg virus; order Mononegavirales: family Filoviridae","Vertebrates","Other mammals","Viruses","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",10.1,37.9,242.4,0.776923076923077,37.9,0.379759519038076,"Nonhuman primates","Marburg virus; order Mononegavirales: family Filoviridae","Vertebrates","Other mammals","Viruses","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",10.3,34.4,247.2,0.792307692307692,34.4,0.344689378757515,"Nonhuman primates","Marburg virus; order Mononegavirales: family Filoviridae","Vertebrates","Other mammals","Viruses","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",10.3,30.7,247.2,0.792307692307692,30.7,0.307615230460922,"Nonhuman primates","Marburg virus; order Mononegavirales: family Filoviridae","Vertebrates","Other mammals","Viruses","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",10.6,27.2,254.4,0.815384615384615,27.2,0.272545090180361,"Nonhuman primates","Marburg virus; order Mononegavirales: family Filoviridae","Vertebrates","Other mammals","Viruses","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",10.9,24.1,261.6,0.838461538461538,24.1,0.241482965931864,"Nonhuman primates","Marburg virus; order Mononegavirales: family Filoviridae","Vertebrates","Other mammals","Viruses","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",10.9,17.4,261.6,0.838461538461538,17.4,0.17434869739479,"Nonhuman primates","Marburg virus; order Mononegavirales: family Filoviridae","Vertebrates","Other mammals","Viruses","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",11.3,14,271.2,0.869230769230769,14,0.140280561122244,"Nonhuman primates","Marburg virus; order Mononegavirales: family Filoviridae","Vertebrates","Other mammals","Viruses","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",11.4,10.2,273.6,0.876923076923077,10.2,0.102204408817635,"Nonhuman primates","Marburg virus; order Mononegavirales: family Filoviridae","Vertebrates","Other mammals","Viruses","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",11.4,6.4,273.6,0.876923076923077,6.4,0.0641282565130261,"Nonhuman primates","Marburg virus; order Mononegavirales: family Filoviridae","Vertebrates","Other mammals","Viruses","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",11.9,3.3,285.6,0.915384615384615,3.3,0.0330661322645291,"Nonhuman primates","Marburg virus; order Mononegavirales: family Filoviridae","Vertebrates","Other mammals","Viruses","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",13,0,312,1,0,0,"Nonhuman primates","Marburg virus; order Mononegavirales: family Filoviridae","Vertebrates","Other mammals","Viruses","RNA virus","28","probability"
"2ZR3YCWG_1.csv","2ZR3YCWG",0,37.1,0,0,37.1,1,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"2ZR3YCWG_1.csv","2ZR3YCWG",25,36,600,0.25,36,0.967741935483871,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"2ZR3YCWG_1.csv","2ZR3YCWG",33,34.8,792,0.33,34.8,0.932551319648094,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"2ZR3YCWG_1.csv","2ZR3YCWG",49,31.8,1176,0.49,31.8,0.844574780058651,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"2ZR3YCWG_1.csv","2ZR3YCWG",57,25,1368,0.57,25,0.645161290322581,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"2ZR3YCWG_1.csv","2ZR3YCWG",73,19.6,1752,0.73,19.6,0.486803519061584,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"2ZR3YCWG_1.csv","2ZR3YCWG",89,10.5,2136,0.89,10.5,0.219941348973607,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"2ZR3YCWG_1.csv","2ZR3YCWG",97,8.9,2328,0.97,8.9,0.173020527859238,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"2ZR3YCWG_1.csv","2ZR3YCWG",100,4.2,2400,1,4.2,0.0351906158357771,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"2ZR3YCWG_1.csv","2ZR3YCWG",100,3,2400,1,3,0,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"2ZR3YCWG_2.csv","2ZR3YCWG",0,36.9,0,0,36.9,1,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"2ZR3YCWG_2.csv","2ZR3YCWG",25,34.6,600,0.25,34.6,0.927899686520376,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"2ZR3YCWG_2.csv","2ZR3YCWG",49,31.6,1176,0.49,31.6,0.833855799373041,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"2ZR3YCWG_2.csv","2ZR3YCWG",73.5,28.8,1764,0.735,28.8,0.746081504702194,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"2ZR3YCWG_2.csv","2ZR3YCWG",97.5,24.6,2340,0.975,24.6,0.614420062695925,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"2ZR3YCWG_2.csv","2ZR3YCWG",100,19.7,2400,1,19.7,0.460815047021944,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"2ZR3YCWG_2.csv","2ZR3YCWG",100,11.9,2400,1,11.9,0.216300940438871,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"2ZR3YCWG_2.csv","2ZR3YCWG",100,9.2,2400,1,9.2,0.13166144200627,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"2ZR3YCWG_2.csv","2ZR3YCWG",100,5,2400,1,5,0,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"2ZR3YCWG_3.csv","2ZR3YCWG",0,34.9,0,0,34.9,1,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"2ZR3YCWG_3.csv","2ZR3YCWG",25,32.6,600,0.25,32.6,0.920962199312715,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"2ZR3YCWG_3.csv","2ZR3YCWG",49,24.9,1176,0.49,24.9,0.656357388316151,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"2ZR3YCWG_3.csv","2ZR3YCWG",73.5,15.8,1764,0.735,15.8,0.343642611683849,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"2ZR3YCWG_3.csv","2ZR3YCWG",97.5,8.2,2340,0.975,8.2,0.0824742268041237,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"2ZR3YCWG_3.csv","2ZR3YCWG",100,5.8,2400,1,5.8,0,"Caenorhabditis elegans","P. aeruginosa, S. marcescens, and S. enterica","Invertebrates","Nematodes","Bacteria","Gram-negative bacteria","50","raw"
"3D39X359_1.csv","3D39X359",0,99.8,0,0,99.8,1,"O. mykiss rainbow trout","Infectious hematopoietic necrosis virus IHNV","Vertebrates","Fish","Viruses","RNA virus","55","probability"
"3D39X359_1.csv","3D39X359",3.9,98.1,93.6,0.229411764705882,98.1,0.982965931863727,"O. mykiss rainbow trout","Infectious hematopoietic necrosis virus IHNV","Vertebrates","Fish","Viruses","RNA virus","55","probability"
"3D39X359_1.csv","3D39X359",5.7,94.6,136.8,0.335294117647059,94.6,0.947895791583166,"O. mykiss rainbow trout","Infectious hematopoietic necrosis virus IHNV","Vertebrates","Fish","Viruses","RNA virus","55","probability"
"3D39X359_1.csv","3D39X359",6.9,68.3,165.6,0.405882352941177,68.3,0.68436873747495,"O. mykiss rainbow trout","Infectious hematopoietic necrosis virus IHNV","Vertebrates","Fish","Viruses","RNA virus","55","probability"
"3D39X359_1.csv","3D39X359",8,39.9,192,0.470588235294118,39.9,0.399799599198397,"O. mykiss rainbow trout","Infectious hematopoietic necrosis virus IHNV","Vertebrates","Fish","Viruses","RNA virus","55","probability"
"3D39X359_1.csv","3D39X359",11,8.4,264,0.647058823529412,8.4,0.0841683366733467,"O. mykiss rainbow trout","Infectious hematopoietic necrosis virus IHNV","Vertebrates","Fish","Viruses","RNA virus","55","probability"
"3D39X359_1.csv","3D39X359",12,6.4,288,0.705882352941177,6.4,0.0641282565130261,"O. mykiss rainbow trout","Infectious hematopoietic necrosis virus IHNV","Vertebrates","Fish","Viruses","RNA virus","55","probability"
"3D39X359_1.csv","3D39X359",13,3,312,0.764705882352941,3,0.030060120240481,"O. mykiss rainbow trout","Infectious hematopoietic necrosis virus IHNV","Vertebrates","Fish","Viruses","RNA virus","55","probability"
"3D39X359_1.csv","3D39X359",17,0,408,1,0,0,"O. mykiss rainbow trout","Infectious hematopoietic necrosis virus IHNV","Vertebrates","Fish","Viruses","RNA virus","55","probability"
"3D39X359_2.csv","3D39X359",0,99.8,0,0,99.8,1,"O. mykiss rainbow trout","Infectious hematopoietic necrosis virus IHNV","Vertebrates","Fish","Viruses","RNA virus","55","probability"
"3D39X359_2.csv","3D39X359",5.9,91.6,141.6,0.325966850828729,91.6,0.917835671342685,"O. mykiss rainbow trout","Infectious hematopoietic necrosis virus IHNV","Vertebrates","Fish","Viruses","RNA virus","55","probability"
"3D39X359_2.csv","3D39X359",6.9,74.7,165.6,0.38121546961326,74.7,0.748496993987976,"O. mykiss rainbow trout","Infectious hematopoietic necrosis virus IHNV","Vertebrates","Fish","Viruses","RNA virus","55","probability"
"3D39X359_2.csv","3D39X359",8,49.7,192,0.441988950276243,49.7,0.497995991983968,"O. mykiss rainbow trout","Infectious hematopoietic necrosis virus IHNV","Vertebrates","Fish","Viruses","RNA virus","55","probability"
"3D39X359_2.csv","3D39X359",10.9,24.3,261.6,0.602209944751381,24.3,0.243486973947896,"O. mykiss rainbow trout","Infectious hematopoietic necrosis virus IHNV","Vertebrates","Fish","Viruses","RNA virus","55","probability"
"3D39X359_2.csv","3D39X359",12,19.7,288,0.662983425414365,19.7,0.197394789579158,"O. mykiss rainbow trout","Infectious hematopoietic necrosis virus IHNV","Vertebrates","Fish","Viruses","RNA virus","55","probability"
"3D39X359_2.csv","3D39X359",13,14.9,312,0.718232044198895,14.9,0.149298597194389,"O. mykiss rainbow trout","Infectious hematopoietic necrosis virus IHNV","Vertebrates","Fish","Viruses","RNA virus","55","probability"
"3D39X359_2.csv","3D39X359",14,9.9,336,0.773480662983425,9.9,0.0991983967935872,"O. mykiss rainbow trout","Infectious hematopoietic necrosis virus IHNV","Vertebrates","Fish","Viruses","RNA virus","55","probability"
