"Full_key","Key","Time","Survival","Time_hours","Time_std","Survival_corrected","Standardized_Survival","Host_taxa","Pathogen_taxa","Max_num_host","Data"
"2JL6JPJI_1.csv","2JL6JPJI",19.7264663420364,59,473.435192208873,0.53574091227436,41,0.41,"Fish","Protozoan parasite","44","raw"
"2JL6JPJI_1.csv","2JL6JPJI",19.9867007610052,69,479.680818264125,0.61583037751621,31,0.31,"Fish","Protozoan parasite","44","raw"
"2JL6JPJI_1.csv","2JL6JPJI",20.2391905449385,75,485.740573078523,0.693536362198677,25,0.25,"Fish","Protozoan parasite","44","raw"
"2JL6JPJI_1.csv","2JL6JPJI",20.4997920082218,88,491.995008197323,0.773738788604479,12,0.12,"Fish","Protozoan parasite","44","raw"
"2JL6JPJI_1.csv","2JL6JPJI",20.7451611324541,94,497.883867178897,0.849253326706277,6,0.06,"Fish","Protozoan parasite","44","raw"
"2JL6JPJI_1.csv","2JL6JPJI",20.9974306897986,98,503.938336555167,0.926891534690373,2,0.02,"Fish","Protozoan parasite","44","raw"
"2JL6JPJI_1.csv","2JL6JPJI",21.2349817701324,100,509.639562483177,1,0,0,"Fish","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",17.9928426358676,0,431.828223260822,0,100,1,"Fish","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",18.2374409670394,0,437.698583208946,0.0698627695597935,100,1,"Fish","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",18.496427435339,0,443.914258448137,0.143835113799574,100,1,"Fish","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",18.7553771992072,0,450.129052780972,0.217796974430478,100,1,"Fish","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",19.0004159835564,3,456.009983605354,0.287785547296803,97,0.96969696969697,"Fish","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",19.2605035847995,12,462.252086035187,0.362072399802909,88,0.878787878787879,"Fish","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",19.5139109795189,26,468.333863508454,0.434451235493308,74,0.737373737373737,"Fish","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",19.7674651919642,40,474.41916460714,0.506872005619216,60,0.595959595959596,"Fish","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",20.02736927105,48,480.6568625052,0.581106440080935,52,0.515151515151515,"Fish","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",20.2731421440282,58,486.555411456677,0.651304685124809,42,0.414141414141414,"Fish","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",20.525925563413,66,492.622213521913,0.72350529946429,34,0.333333333333333,"Fish","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",20.771845254117,77,498.524286098808,0.793745478943672,23,0.222222222222222,"Fish","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",21.0325201262632,91,504.780483030318,0.86820006919182,9,0.0808080808080808,"Fish","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",21.2924609097805,99,511.019061834732,0.942444987262417,1,0,"Fish","Protozoan parasite","44","raw"
"2JL6JPJI_2.csv","2JL6JPJI",21.493968238432,99,515.855237722368,1,1,0,"Fish","Protozoan parasite","44","raw"
"2RIUMKJR.csv","2RIUMKJR",0.469514900183238,100,0.469514900183238,0,100,1,"Drosophila sp.","Gram-negative bacteria","51","raw"
"2RIUMKJR.csv","2RIUMKJR",44.0694763236571,68,44.0694763236571,0.64699275623654,68,0.68,"Drosophila sp.","Gram-negative bacteria","51","raw"
"2RIUMKJR.csv","2RIUMKJR",45.8929115633137,45,45.8929115633137,0.674051252460097,45,0.45,"Drosophila sp.","Gram-negative bacteria","51","raw"
"2RIUMKJR.csv","2RIUMKJR",49.2557816568618,20,49.2557816568618,0.723953878968356,20,0.2,"Drosophila sp.","Gram-negative bacteria","51","raw"
"2RIUMKJR.csv","2RIUMKJR",51.8378242839232,4,51.8378242839232,0.762269575163062,4,0.04,"Drosophila sp.","Gram-negative bacteria","51","raw"
"2RIUMKJR.csv","2RIUMKJR",67.8581541132221,0,67.8581541132221,1,0,0,"Drosophila sp.","Gram-negative bacteria","51","raw"
"2TEFS36B_1.csv","2TEFS36B",14.4883040935673,100,347.719298245614,0,100,1,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_1.csv","2TEFS36B",16.4463241436926,93,394.711779448622,0.0797872340425532,93,0.93,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_1.csv","2TEFS36B",18.7959482038429,91,451.102756892231,0.175531914893617,91,0.91,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_1.csv","2TEFS36B",21.6677109440267,89,520.025062656642,0.292553191489362,89,0.89,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_1.csv","2TEFS36B",22.7119883040936,86,545.087719298246,0.335106382978724,86,0.86,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_1.csv","2TEFS36B",26.6280284043442,77,639.072681704261,0.49468085106383,77,0.77,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_1.csv","2TEFS36B",27.672305764411,65,664.135338345865,0.537234042553192,65,0.65,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_1.csv","2TEFS36B",28.8471177944862,46,692.330827067669,0.585106382978724,46,0.46,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_1.csv","2TEFS36B",29.8913951545531,37,717.393483709273,0.627659574468085,37,0.37,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_1.csv","2TEFS36B",30.9356725146199,31,742.456140350877,0.670212765957447,31,0.31,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_1.csv","2TEFS36B",31.71888053467,17,761.25313283208,0.702127659574469,17,0.17,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_1.csv","2TEFS36B",32.7631578947368,9,786.315789473684,0.74468085106383,9,0.09,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_1.csv","2TEFS36B",33.8074352548037,6,811.378446115288,0.787234042553192,6,0.06,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_1.csv","2TEFS36B",34.7211779448622,2,833.308270676692,0.824468085106383,2,0.02,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_1.csv","2TEFS36B",39.0288220551378,0,936.691729323308,1,0,0,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",14.3577694235589,100,344.586466165414,0,100,1,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",18.6654135338346,98,447.96992481203,0.0542763157894737,98,0.98,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",19.8402255639098,97,476.165413533835,0.0690789473684211,97,0.97,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",26.8890977443609,94,645.338345864662,0.157894736842105,94,0.94,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",27.672305764411,91,664.135338345865,0.167763157894737,91,0.91,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",28.9776524644946,88,695.46365914787,0.184210526315789,88,0.88,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",31.71888053467,82,761.25313283208,0.21875,82,0.82,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",33.8074352548037,79,811.378446115288,0.245065789473684,79,0.79,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",35.765455304929,74,858.370927318296,0.269736842105263,74,0.74,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",37.0708020050125,68,889.699248120301,0.286184210526316,68,0.68,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",37.984544695071,65,911.629072681704,0.297697368421053,65,0.65,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",40.9868421052632,60,983.684210526316,0.335526315789474,60,0.6,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",42.9448621553885,55,1030.67669172932,0.360197368421053,55,0.55,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",44.250208855472,51,1062.00501253133,0.376644736842105,51,0.51,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",45.8166248955723,47,1099.59899749373,0.396381578947368,47,0.47,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",47.5135756056809,45,1140.32581453634,0.417763157894737,45,0.45,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",48.9494569757728,42,1174.78696741855,0.435855263157895,42,0.42,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",51.2990810359232,37,1231.17794486216,0.465460526315789,37,0.37,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",53.5181704260652,33,1284.43609022556,0.493421052631579,33,0.33,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",55.0845864661654,29,1322.03007518797,0.513157894736842,29,0.29,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",57.0426065162907,24,1369.02255639098,0.537828947368421,24,0.24,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",59.9143692564745,20,1437.94486215539,0.574013157894737,20,0.2,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",61.0891812865497,16,1466.14035087719,0.588815789473684,16,0.16,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",62.9166666666667,12,1510,0.611842105263158,12,0.12,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",67.8769841269841,7,1629.04761904762,0.674342105263158,7,0.07,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",76.3617376775272,1,1832.68170426065,0.78125,1,0.01,"Other invertebrates","Gram-positive bacteria","20","probability"
"2TEFS36B_2.csv","2TEFS36B",93.7228487886383,0,2249.34837092732,1,0,0,"Other invertebrates","Gram-positive bacteria","20","probability"
"2WHSRREX.csv","2WHSRREX",0.1,100,2.4,0,100,1,"Other mammals","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",8.93,97,214.32,0.684496124031008,97,0.97,"Other mammals","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",8.95,90,214.8,0.686046511627907,90,0.9,"Other mammals","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",9,86,216,0.689922480620155,86,0.86,"Other mammals","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",9.01,66,216.24,0.690697674418605,66,0.66,"Other mammals","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",9.31,61,223.44,0.713953488372093,61,0.61,"Other mammals","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",9.91,59,237.84,0.76046511627907,59,0.59,"Other mammals","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",9.93,55,238.32,0.762015503875969,55,0.55,"Other mammals","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",9.97,41,239.28,0.765116279069767,41,0.41,"Other mammals","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",10.07,38,241.68,0.772868217054264,38,0.38,"Other mammals","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",10.29,34,246.96,0.789922480620155,34,0.34,"Other mammals","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",10.34,31,248.16,0.793798449612403,31,0.31,"Other mammals","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",10.57,27,253.68,0.811627906976744,27,0.27,"Other mammals","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",10.89,24,261.36,0.836434108527132,24,0.24,"Other mammals","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",10.94,17,262.56,0.84031007751938,17,0.17,"Other mammals","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",11.33,14,271.92,0.870542635658915,14,0.14,"Other mammals","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",11.36,10,272.64,0.872868217054264,10,0.1,"Other mammals","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",11.41,6,273.84,0.876744186046512,6,0.06,"Other mammals","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",11.95,3,286.8,0.918604651162791,3,0.03,"Other mammals","RNA virus","28","probability"
"2WHSRREX.csv","2WHSRREX",13,0,312,1,0,0,"Other mammals","RNA virus","28","probability"
"2ZR3YCWG_1.csv","2ZR3YCWG",0,37,0,0,37,1,"Nematodes","Gram-negative bacteria","50","raw"
"2ZR3YCWG_1.csv","2ZR3YCWG",25,36,600,0.206611570247934,36,0.970588235294118,"Nematodes","Gram-negative bacteria","50","raw"
"2ZR3YCWG_1.csv","2ZR3YCWG",33,35,792,0.272727272727273,35,0.941176470588235,"Nematodes","Gram-negative bacteria","50","raw"
"2ZR3YCWG_1.csv","2ZR3YCWG",49,32,1176,0.40495867768595,32,0.852941176470588,"Nematodes","Gram-negative bacteria","50","raw"
"2ZR3YCWG_1.csv","2ZR3YCWG",57,25,1368,0.471074380165289,25,0.647058823529412,"Nematodes","Gram-negative bacteria","50","raw"
"2ZR3YCWG_1.csv","2ZR3YCWG",73,20,1752,0.603305785123967,20,0.5,"Nematodes","Gram-negative bacteria","50","raw"
"2ZR3YCWG_1.csv","2ZR3YCWG",89,10,2136,0.735537190082645,10,0.205882352941176,"Nematodes","Gram-negative bacteria","50","raw"
"2ZR3YCWG_1.csv","2ZR3YCWG",97,9,2328,0.801652892561983,9,0.176470588235294,"Nematodes","Gram-negative bacteria","50","raw"
"2ZR3YCWG_1.csv","2ZR3YCWG",113,4,2712,0.933884297520661,4,0.0294117647058824,"Nematodes","Gram-negative bacteria","50","raw"
"2ZR3YCWG_1.csv","2ZR3YCWG",121,3,2904,1,3,0,"Nematodes","Gram-negative bacteria","50","raw"
"2ZR3YCWG_2.csv","2ZR3YCWG",0,37,0,0,37,1,"Nematodes","Gram-negative bacteria","50","raw"
"2ZR3YCWG_2.csv","2ZR3YCWG",25,35,600,0.129198966408269,35,0.9375,"Nematodes","Gram-negative bacteria","50","raw"
"2ZR3YCWG_2.csv","2ZR3YCWG",49,32,1176,0.253229974160207,32,0.84375,"Nematodes","Gram-negative bacteria","50","raw"
"2ZR3YCWG_2.csv","2ZR3YCWG",73.5,29,1764,0.37984496124031,29,0.75,"Nematodes","Gram-negative bacteria","50","raw"
"2ZR3YCWG_2.csv","2ZR3YCWG",97.5,25,2340,0.503875968992248,25,0.625,"Nematodes","Gram-negative bacteria","50","raw"
"2ZR3YCWG_2.csv","2ZR3YCWG",121.5,20,2916,0.627906976744186,20,0.46875,"Nematodes","Gram-negative bacteria","50","raw"
"2ZR3YCWG_2.csv","2ZR3YCWG",145.5,12,3492,0.751937984496124,12,0.21875,"Nematodes","Gram-negative bacteria","50","raw"
"2ZR3YCWG_2.csv","2ZR3YCWG",169.5,9,4068,0.875968992248062,9,0.125,"Nematodes","Gram-negative bacteria","50","raw"
"2ZR3YCWG_2.csv","2ZR3YCWG",193.5,5,4644,1,5,0,"Nematodes","Gram-negative bacteria","50","raw"
"2ZR3YCWG_3.csv","2ZR3YCWG",0,35,0,0,35,1,"Nematodes","Gram-negative bacteria","50","raw"
"2ZR3YCWG_3.csv","2ZR3YCWG",25,33,600,0.216450216450216,33,0.931034482758621,"Nematodes","Gram-negative bacteria","50","raw"
"2ZR3YCWG_3.csv","2ZR3YCWG",49,25,1176,0.424242424242424,25,0.655172413793103,"Nematodes","Gram-negative bacteria","50","raw"
"2ZR3YCWG_3.csv","2ZR3YCWG",73.5,16,1764,0.636363636363636,16,0.344827586206897,"Nematodes","Gram-negative bacteria","50","raw"
"2ZR3YCWG_3.csv","2ZR3YCWG",97.5,8,2340,0.844155844155844,8,0.0689655172413793,"Nematodes","Gram-negative bacteria","50","raw"
"2ZR3YCWG_3.csv","2ZR3YCWG",115.5,6,2772,1,6,0,"Nematodes","Gram-negative bacteria","50","raw"
"3D39X359_1.csv","3D39X359",0,100,0,0,100,1,"Fish","RNA virus","55","probability"
"3D39X359_1.csv","3D39X359",3.88866371297992,98,93.327929111518,0.228497515706484,98,0.98,"Fish","RNA virus","55","probability"
"3D39X359_1.csv","3D39X359",5.70532082908217,95,136.927699897972,0.335244117767832,95,0.95,"Fish","RNA virus","55","probability"
"3D39X359_1.csv","3D39X359",6.87710520063174,68,165.050524815162,0.40409805773416,68,0.68,"Fish","RNA virus","55","probability"
"3D39X359_1.csv","3D39X359",7.97649163510322,40,191.435799242477,0.46869790169589,40,0.4,"Fish","RNA virus","55","probability"
"3D39X359_1.csv","3D39X359",10.9674488811863,8,263.218773148472,0.644446269453455,8,0.08,"Fish","RNA virus","55","probability"
"3D39X359_1.csv","3D39X359",11.9516694852479,6,286.840067645949,0.702278980002464,6,0.06,"Fish","RNA virus","55","probability"
"3D39X359_1.csv","3D39X359",13.0133195432501,3,312.319669038002,0.76466143801585,3,0.03,"Fish","RNA virus","55","probability"
"3D39X359_1.csv","3D39X359",17.0184069658556,0,408.441767180534,1,0,0,"Fish","RNA virus","55","probability"
"3D39X359_2.csv","3D39X359",0,100,0,0,100,1,"Fish","RNA virus","55","probability"
"3D39X359_2.csv","3D39X359",5.9362115473312,92,142.469077135949,0.328425724735739,92,0.92,"Fish","RNA virus","55","probability"
"3D39X359_2.csv","3D39X359",6.94279444855973,75,166.627066765433,0.384115741206127,75,0.75,"Fish","RNA virus","55","probability"
"3D39X359_2.csv","3D39X359",7.96167661323009,50,191.080238717522,0.440486224414837,50,0.5,"Fish","RNA virus","55","probability"
"3D39X359_2.csv","3D39X359",10.9434094117318,24,262.641825881564,0.605453012998461,24,0.24,"Fish","RNA virus","55","probability"
"3D39X359_2.csv","3D39X359",12.0070161707361,20,288.168388097667,0.66429792071016,20,0.2,"Fish","RNA virus","55","probability"
"3D39X359_2.csv","3D39X359",12.9954297055165,15,311.890312932396,0.718982702226209,15,0.15,"Fish","RNA virus","55","probability"
"3D39X359_2.csv","3D39X359",13.9841227690114,10,335.618946456275,0.773682948895402,10,0.1,"Fish","RNA virus","55","probability"
"3D39X359_2.csv","3D39X359",14.9725363037918,5,359.340871291003,0.82836773041145,5,0.05,"Fish","RNA virus","55","probability"
"3D39X359_2.csv","3D39X359",18.0747459782806,0,433.793903478735,1,0,0,"Fish","RNA virus","55","probability"
"3D39X359_3.csv","3D39X359",0,100,0,0,100,1,"Fish","RNA virus","55","probability"
"3D39X359_3.csv","3D39X359",5.77268724929768,100,138.544493983144,0.192440839223397,100,1,"Fish","RNA virus","55","probability"
"3D39X359_3.csv","3D39X359",6.94614879313478,73,166.707571035235,0.231559868982001,73,0.727272727272727,"Fish","RNA virus","55","probability"
"3D39X359_3.csv","3D39X359",7.972578233099,43,191.341877594376,0.265777371905678,43,0.424242424242424,"Fish","RNA virus","55","probability"
"3D39X359_3.csv","3D39X359",11.0278270835372,18,264.667850004892,0.36762849035769,18,0.171717171717172,"Fish","RNA virus","55","probability"
"3D39X359_3.csv","3D39X359",12.9171616654321,17,310.01187997037,0.430612178337301,17,0.161616161616162,"Fish","RNA virus","55","probability"
"3D39X359_3.csv","3D39X359",14.0568002348041,12,337.363205635299,0.468603670554031,12,0.111111111111111,"Fish","RNA virus","55","probability"
"3D39X359_3.csv","3D39X359",14.9697410166459,7,359.273784399502,0.499037865692574,7,0.0606060606060606,"Fish","RNA virus","55","probability"
"3D39X359_3.csv","3D39X359",16.9376231673399,3,406.502956016157,0.564640049947118,3,0.0202020202020202,"Fish","RNA virus","55","probability"
"3D39X359_3.csv","3D39X359",19.128848760989,1,459.092370263735,0.637687709374869,1,0,"Fish","RNA virus","55","probability"
"3D39X359_3.csv","3D39X359",29.9972047128541,1,719.932913108499,1,1,0,"Fish","RNA virus","55","probability"
"3D39X359_4.csv","3D39X359",0,100,0,0,100,1,"Fish","RNA virus","55","probability"
"3D39X359_4.csv","3D39X359",5.69777355378831,100,136.74656529092,0.18999128501722,100,1,"Fish","RNA virus","55","probability"
"3D39X359_4.csv","3D39X359",6.78597883967631,79,162.863492152231,0.226277304227466,79,0.776595744680851,"Fish","RNA virus","55","probability"
"3D39X359_4.csv","3D39X359",7.85769193140365,69,188.584606353688,0.262013394043053,69,0.670212765957447,"Fish","RNA virus","55","probability"
"3D39X359_4.csv","3D39X359",10.9285943898587,34,262.286265356609,0.364412111495855,34,0.297872340425532,"Fish","RNA virus","55","probability"
"3D39X359_4.csv","3D39X359",11.9170079246391,29,286.008190191337,0.397370591826558,29,0.24468085106383,"Fish","RNA virus","55","probability"
"3D39X359_4.csv","3D39X359",13.0516149771485,28,313.238759451565,0.435203870011604,28,0.234042553191489,"Fish","RNA virus","55","probability"
"3D39X359_4.csv","3D39X359",13.8865672476205,24,333.277613942892,0.463045210720827,24,0.191489361702128,"Fish","RNA virus","55","probability"
"3D39X359_4.csv","3D39X359",14.950733064054,19,358.817593537296,0.498529637932079,19,0.138297872340426,"Fish","RNA virus","55","probability"
"3D39X359_4.csv","3D39X359",16.995765139974,15,407.898363359376,0.566720882869699,15,0.0957446808510638,"Fish","RNA virus","55","probability"
"3D39X359_4.csv","3D39X359",17.909264979245,9,429.82235950188,0.597181378831447,9,0.0319148936170213,"Fish","RNA virus","55","probability"
"3D39X359_4.csv","3D39X359",21.0058840794421,8,504.14121790661,0.700437613306427,8,0.0212765957446809,"Fish","RNA virus","55","probability"
"3D39X359_4.csv","3D39X359",21.9895456260744,6,527.749095025787,0.733237639404771,6,0,"Fish","RNA virus","55","probability"
"3D39X359_4.csv","3D39X359",29.9896574375603,6,719.751778501447,1,6,0,"Fish","RNA virus","55","probability"
"3D39X359_5.csv","3D39X359",0,100,0,0,100,1,"Fish","RNA virus","55","probability"
"3D39X359_5.csv","3D39X359",6.78569931096172,79,162.856783463081,0.227410477997143,79,0.776595744680851,"Fish","RNA virus","55","probability"
"3D39X359_5.csv","3D39X359",7.93344421305678,68,190.402661113363,0.265875079041664,68,0.659574468085106,"Fish","RNA virus","55","probability"
"3D39X359_5.csv","3D39X359",10.8293616961802,50,259.904680708326,0.362926532237289,50,0.468085106382979,"Fish","RNA virus","55","probability"
"3D39X359_5.csv","3D39X359",10.9283148611441,34,262.279556667459,0.366242769151502,34,0.297872340425532,"Fish","RNA virus","55","probability"
"3D39X359_5.csv","3D39X359",11.9924806775776,29,287.819536261862,0.401906367830628,29,0.24468085106383,"Fish","RNA virus","55","probability"
"3D39X359_5.csv","3D39X359",13.1268082013725,28,315.04339683294,0.439921309632544,28,0.234042553191489,"Fish","RNA virus","55","probability"
"3D39X359_5.csv","3D39X359",14.0375127534976,24,336.900306083942,0.470441930724373,24,0.191489361702128,"Fish","RNA virus","55","probability"
"3D39X359_5.csv","3D39X359",15.0264853457071,19,360.635648296971,0.503585564064732,19,0.138297872340426,"Fish","RNA virus","55","probability"
"3D39X359_5.csv","3D39X359",16.9211309731792,14,406.107143356301,0.567081196280944,14,0.0851063829787234,"Fish","RNA virus","55","probability"
"3D39X359_5.csv","3D39X359",18.0596514276929,10,433.43163426463,0.605236656596173,10,0.0425531914893617,"Fish","RNA virus","55","probability"
"3D39X359_5.csv","3D39X359",21.0056045507275,8,504.134509217459,0.70396496405068,8,0.0212765957446809,"Fish","RNA virus","55","probability"
